"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"AndersonZucolo3","2026-01-04","14:58:52","@BolsonaroSP @policiafederal Já encheu o rabo de dinheiro mesmo né, que se foda kkkkkkkkkkkkkkk",0,95,14,0,2,0,0,"",0.06430564820766449,0.4552147388458252,0.48047956824302673,"negativo"
"CiprianyPatriot","2026-01-04","14:56:04","@BolsonaroSP @policiafederal 🇧🇷👍",0,32,3,2,2,0,0,"",0.24594895541667938,0.7276882529258728,0.026362836360931396,"neutro"
"JJady7","2026-01-04","14:46:10","@BolsonaroSP @policiafederal Como pode ser tão mimado? Ele fala que não pode voltar a trabalhar, fala sobre o pai não está em prisão domiciliar enquanto o color está, mas o color nunca tentou estourar a tornozeleira eletrônica né",0,229,38,0,2,0,0,"",0.013085603713989258,0.04232587292790413,0.9445886015892029,"negativo"
"AdrianoCapGigan","2026-01-04","14:45:52","@BolsonaroSP @policiafederal Força e honra Isso aí meu nobre Deus abençoe 🙏",0,75,12,1,2,0,0,"",0.9826913475990295,0.015309357084333897,0.001999274594709277,"positivo"
"Eliana53041050","2026-01-04","14:44:52","@BolsonaroSP @policiafederal 👏👏👏👏👏👏👏",0,36,3,7,2,1,0,"",0.8297749161720276,0.148752823472023,0.021472258493304253,"positivo"
"Urtiga4","2026-01-04","14:36:50","@BolsonaroSP @policiafederal https://t.co/3C2dhv6LOl",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Daniel606086820","2026-01-04","14:32:23","@BolsonaroSP @policiafederal Seu mi-mi-mi foi registrado com sucesso vagabundo",0,78,9,0,2,0,0,"",0.03329280763864517,0.38948774337768555,0.5772194862365723,"negativo"
"Nas_montanhas","2026-01-04","14:20:51","@BolsonaroSP Vai tomar no cu com orgulho. Kkkkkkkkk",0,51,8,0,1,0,0,"",0.5033095479011536,0.19860172271728516,0.2980886995792389,"positivo"
"AdrianaSchmidt3","2026-01-04","14:08:26","@clarke_de_souza @BolsonaroSP @policiafederal Nós, povo brasileiro do bem e trabalhador só queremos que ele trabalhe.",0,117,15,0,3,0,0,"",0.33135631680488586,0.5802116990089417,0.08843202888965607,"neutro"
"NessahVasconcel","2026-01-04","14:04:50","@VladimirAlves @BolsonaroSP @policiafederal Você opina de forma direta assim no programa ou tem que seguir script? Só uma dúvida mesmo, porque eu gosto de você e muitas vezes pareceu não concordar. Se caso for, o termo perseguição, também se aplica ao teu caso! Ou fala o que a rainha quer ou vaza.",0,298,52,0,3,0,0,"",0.06909862905740738,0.6144996285438538,0.31640177965164185,"neutro"
"paulobronze","2026-01-04","13:56:28","@BolsonaroSP @policiafederal Solicite licença sem vencimento!",0,61,6,0,2,0,0,"",0.051743023097515106,0.8745104670524597,0.07374649494886398,"neutro"
"RinaldiRos","2026-01-04","13:46:51","@BolsonaroSP @policiafederal Quero ver a hora que o Trump te expulsar daí. Kkkkkkk",0,82,13,0,2,0,0,"",0.05000310763716698,0.6050059199333191,0.34499096870422363,"neutro"
"Laisatransviada","2026-01-04","13:43:05","@BolsonaroSP @policiafederal https://t.co/cKyn6mRxG9",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"DaMartiflex","2026-01-04","13:38:54","@BolsonaroSP @policiafederal https://t.co/XM17TVbUJ6",1,52,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Gilfe77","2026-01-04","13:25:53","@Alcides47268101 @AngelicaKu52947 @BolsonaroSP @policiafederal Inveja mata !!!",0,78,7,0,4,0,0,"",0.012809934094548225,0.11433125287294388,0.8728588223457336,"negativo"
"Gilfe77","2026-01-04","13:25:27","@HelCleiton @AngelicaKu52947 @BolsonaroSP @policiafederal Vc é o valentão!!!",0,76,8,0,4,0,0,"",0.3452664613723755,0.6197699904441833,0.03496350347995758,"neutro"
"rosilda_izel","2026-01-04","13:23:47","@BolsonaroSP @policiafederal Certíssimo isso uma armadilha para prender você",0,76,9,0,2,0,0,"",0.8686927556991577,0.080156110227108,0.05115118250250816,"positivo"
"amaral_zilma","2026-01-04","13:14:59","@BolsonaroSP @policiafederal Que honra? Quem é você, traidor da pátria, falastrao, sem noção pra falar de honra? Nao abdicou de nada, foi demitido.",0,147,23,0,2,0,0,"",0.004647715948522091,0.022545844316482544,0.9728063941001892,"negativo"
"Susonaro","2026-01-04","13:12:35","@BolsonaroSP @policiafederal Parabéns Eduardo, não se entregue a chantagem",0,74,9,0,2,0,0,"",0.8630076050758362,0.1250375360250473,0.011954862624406815,"positivo"
"JUCAMACHADO2","2026-01-04","13:08:07","@BolsonaroSP @policiafederal JUSTO. DEUS é contigo Eduardo Bolsonaro",0,68,8,0,2,0,0,"",0.9816036224365234,0.014904594048857689,0.0034917471930384636,"positivo"
"vilmasilva65","2026-01-04","13:02:05","@BolsonaroSP @policiafederal Ai que dó 🤢🤮 https://t.co/KWWaLXm3mM",1,65,7,2,2,0,0,"",0.007091601844877005,0.007833097130060196,0.9850753545761108,"negativo"
"MiltonRicardoPT","2026-01-04","13:01:00","@BolsonaroSP @policiafederal Ele tá pedindo um PAD. Que seja chutado para fora da PF e vá fazer hambúrguer nos EUA.",0,115,20,0,2,0,0,"",0.008288171142339706,0.07207636535167694,0.9196354150772095,"negativo"
"vilmasilva65","2026-01-04","13:00:37","@BolsonaroSP @policiafederal Vc conspira contra seu país,contra seu povo e ainda quer continuar a viver às custas de dinheiro público! vc é muito cara de madeira hein?",0,167,27,0,2,0,0,"",0.006126387510448694,0.02034386806190014,0.9735297560691833,"negativo"
"MariaRosires","2026-01-04","12:58:10","@BolsonaroSP @policiafederal TJUNTOS EDUARDO BOLSONARO 🇧🇷🇧🇷🇧🇷",0,61,6,3,2,0,0,"",0.590546727180481,0.38899320363998413,0.020460117608308792,"positivo"
"celiomt62","2026-01-04","12:51:56","@BolsonaroSP @policiafederal Kkkk, falou o cara cuja família, e ele próprio, sempre foram parasitas do dinheiro público.",0,120,17,0,2,0,0,"",0.014138027094304562,0.12665848433971405,0.8592034578323364,"negativo"
"rafael_toji","2026-01-04","12:44:40","@BolsonaroSP @policiafederal ABDICOU? hahahahahahhaha",0,53,4,0,2,0,0,"",0.013176742009818554,0.9259209036827087,0.060902420431375504,"neutro"
"eguacley","2026-01-04","12:41:48","@BolsonaroSP @policiafederal vai trabalhar mermão",0,49,5,0,2,0,0,"",0.015121253207325935,0.07346110790967941,0.911417543888092,"negativo"
"CostaViver","2026-01-04","12:37:58","@BolsonaroSP @policiafederal Não criminalizo aqueles que seguiram a carreira pública buscando garantias pessoais sem nenhum desejo de servir ao povo. Sua família faz parte deste grupo. Mas louvo aqueles que perceberam a verdade e não sucumbiram ao sistema. E agradeço a familia Bolsonaro por libertar mentes",0,307,46,0,2,0,0,"",0.940832793712616,0.04962649941444397,0.009540678933262825,"positivo"
"CostaViver","2026-01-04","12:34:57","@BolsonaroSP @policiafederal O povo não sabe q impostos em uma democracia é para cobrir os custos básicos e os investimentos de uma nação. Em uma Monarquia sim, os impostos são para dar luxo e poder ao Rei e à corte. O Brasil vive uma Neo Monarquia. Exatamente como Venezuela, Cuba, Russia, Colombia, China",0,306,53,0,2,0,0,"",0.0391659215092659,0.3312804102897644,0.6295536756515503,"negativo"
"ismasoares","2026-01-04","12:33:10","@BolsonaroSP @policiafederal Firme mkão!!!! só falta 10 meses para nossa liberdade ⛓️‍💥 🙏🏾🇧🇷😎👉🏾👉🏾",0,97,13,6,2,1,0,"",0.4263266623020172,0.5355646014213562,0.038108743727207184,"neutro"
"GinaPalmieri3","2026-01-04","12:32:25","@BolsonaroSP @policiafederal Passa pra casa vagabundo....vem trabalhar....🤬",0,75,7,1,2,0,0,"",0.01327038835734129,0.044157158583402634,0.9425725340843201,"negativo"
"CostaViver","2026-01-04","12:31:37","@BolsonaroSP @policiafederal O próprio funcionário publico se julga com direitos apenas por que conquistou a vaga, as vezes por mérito, as vezes por padrinhos, raros são os que de fato querem trabalhar para o público.",0,217,35,0,2,0,0,"",0.038784224539995193,0.22493182122707367,0.7362840175628662,"negativo"
"CostaViver","2026-01-04","12:28:28","@BolsonaroSP @policiafederal O povo não entende a função do estado. Há décadas pensa-se q o Estado é uma loteria onde os q passam em concursos ou são eleitos, conquistam o direito à uma parte do roubo dos impostos em seu próprio benefício. Por isso a corrida de vagabundos em passar em concursos ou eleições",0,307,54,0,2,0,0,"",0.02705494314432144,0.09733572602272034,0.8756093382835388,"negativo"
"ValtinhoOlivie1","2026-01-04","12:25:27","@BolsonaroSP @policiafederal RESUMO SIMPLES... QUE HONRA ESSE VAGABUNDO TEM... SE FODEU CAGÃO... DESEMPREGADO",0,109,13,0,2,0,0,"",0.004738961346447468,0.011741001158952713,0.9835200905799866,"negativo"
"CostaViver","2026-01-04","12:24:31","@BolsonaroSP @policiafederal Caro Eduardo Bolsonaro, a guerra civil velada é uma realidade no Brasil. E o inimigo conseguiu obter as melhores posições no campo de batalha. Enquanto a direita não distribuir videos, folhetos e mensagens nas rede sociais com temas educativos para libertar as mentes, nada virá",0,307,47,0,2,0,0,"",0.339613139629364,0.5107646584510803,0.1496221423149109,"neutro"
"CombativeAdvoc","2026-01-04","12:21:03","@MariaFerrari72 @BolsonaroSP @policiafederal É verdade, ele aguentou o Trump todinho fungando no cangote dele https://t.co/MCExxNtVwg",1,133,15,0,3,0,0,"",0.1604764610528946,0.6625121235847473,0.1770114153623581,"neutro"
"acarvalhobr","2026-01-04","12:19:57","@BolsonaroSP @policiafederal Como deputado, deveria estar em Brasília ou na cadeia, vista do seu pai. Como funcionário público, deveria estar no posto após deixar de ser deputado. E a lei, amigo?",0,195,31,0,2,2,0,"",0.02367287501692772,0.18947367370128632,0.7868534922599792,"negativo"
"CombativeAdvoc","2026-01-04","12:17:51","@mauriciome47366 @BolsonaroSP @policiafederal MAIS UMA VIUVINHA DA DITADURA! Não pode ver um batalhão sem correr pra fazer um bola gato na tropa inteira!",0,153,23,0,3,0,0,"",0.01607922464609146,0.18905915319919586,0.7948616147041321,"negativo"
"CombativeAdvoc","2026-01-04","12:15:17","@MichaelAbr8409 @VladimirAlves @BolsonaroSP @policiafederal É o risco que corre todo bandido, ao cometer um crime! Acaso o ladrão após roubar e fugir ainda continua na folha de pagamento do patrão?!",0,198,30,0,4,0,0,"",0.019018907099962234,0.5194615125656128,0.46151959896087646,"neutro"
"CombativeAdvoc","2026-01-04","12:15:00","@darwin_junior @VladimirAlves @BolsonaroSP @policiafederal É o risco que corre todo bandido, ao cometer um crime! Acaso o ladrão após roubar e fugir ainda continua na folha de pagamento do patrão?!",0,197,30,0,4,0,0,"",0.019018907099962234,0.5194615125656128,0.46151959896087646,"neutro"
"CombativeAdvoc","2026-01-04","12:14:20","@ArturFernandoP @VladimirAlves @BolsonaroSP @policiafederal É o risco que corre todo bandido, ao cometer um crime! Acaso o ladrão após roubar e fugir ainda continua na folha de pagamento do patrão?!",0,198,30,0,4,0,0,"",0.019018907099962234,0.5194615125656128,0.46151959896087646,"neutro"
"CombativeAdvoc","2026-01-04","12:10:43","@BolsonaroSP @policiafederal O FDP É APOSENTADO COM ESSA IDADE ! ENQUANTO ISSO O BRASILEIRO TRABALHADOR .. Em razão da reforma da previdência feita pelo paizinho desse FDP terá que morrer trabalhando sem se aposentar",0,216,34,0,2,0,0,"",0.00996942538768053,0.017901668325066566,0.9721289873123169,"negativo"
"Beto_Calba","2026-01-04","12:04:19","@marioadolfo @BolsonaroSP @policiafederal Não esperava menos de um analfabeto geopolítico. Só podia ser o Mário que foi comido atrás do armário. A grama é azul, vc tem razão.",0,174,28,0,3,0,0,"",0.12740512192249298,0.38023173809051514,0.49236324429512024,"negativo"
"xxwexley","2026-01-04","11:58:13","@BolsonaroSP @policiafederal Vagabundo",0,38,3,0,2,0,0,"",0.0052481102757155895,0.011534931138157845,0.9832168817520142,"negativo"
"MoniqueRib33424","2026-01-04","11:43:57","@BolsonaroSP @policiafederal Vem para o Brasil, exercer sua função... A retomada do cargo é automática 🫩",0,104,16,1,2,0,0,"",0.16206614673137665,0.7578854560852051,0.08004842698574066,"neutro"
"VM_Advogada","2026-01-04","11:33:49","@BolsonaroSP @policiafederal HONRA... coisa que Moraes nem sua GESTAPO sabem o que é... a hora desses FDP vai chegar também. Siga firme protegendo sua família.",0,159,25,0,2,0,0,"",0.1760457158088684,0.2939426302909851,0.5300117135047913,"negativo"
"VGC4448","2026-01-04","11:13:29","@BolsonaroSP @policiafederal 💪🏽💪🏽💪🏽💪🏽💪🏽Eduardo! Os dias deles estão ficando curtos!",0,83,9,5,2,0,0,"",0.5334778428077698,0.4116866886615753,0.05483552813529968,"positivo"
"loliveira83","2026-01-04","11:10:15","@BolsonaroSP @policiafederal É um vagabundo mesmo! Tá acostumado a mamar, né, vagabundo? Vai trabalhar, seu vagabundo!",0,118,16,0,2,0,0,"",0.008088872767984867,0.019074026495218277,0.9728370904922485,"negativo"
"RobsonEstivam","2026-01-04","11:08:22","@BolsonaroSP @policiafederal Deus te proteja dos inimigos!!",0,59,7,0,2,0,0,"",0.29671135544776917,0.4597519338130951,0.24353668093681335,"neutro"
"rabraziliansamp","2026-01-04","11:07:21","@GalizaAr @BolsonaroSP @policiafederal Kkkkkkkkk falou mais uma encalhada",0,73,8,0,3,0,0,"",0.012722914107143879,0.11159882694482803,0.8756782412528992,"negativo"
"rabraziliansamp","2026-01-04","11:05:10","@BolsonaroSP @policiafederal Vai trabalhar vagabundo",0,52,5,0,2,0,0,"",0.007590020075440407,0.02255784533917904,0.9698521494865417,"negativo"
"MiaCostaM","2026-01-04","11:01:51","@Tha_Gasparetto @BolsonaroSP @policiafederal https://t.co/oqtCyuBuAW",1,68,4,0,3,0,0,"",0.05683412030339241,0.9249245524406433,0.018241360783576965,"neutro"
"darwin_junior","2026-01-04","10:59:27","@VladimirAlves @BolsonaroSP @policiafederal E, se entendeu algo, @VladimirAlves, o filho do maior presidente do Brasil está pouco se lixando para esses carguinhos públicos que vocês tanto lambem para conseguir. Vai lá, servidor pago com dinheiro do pagador de impostos, trabalhar.",0,280,40,0,4,0,0,"",0.05988242104649544,0.2819801867008209,0.6581374406814575,"negativo"
"defwooni","2026-01-04","10:45:37","@gabimsol @BolsonaroSP @policiafederal te amo",0,45,5,0,3,0,0,"",0.9902308583259583,0.007734640501439571,0.002034529345110059,"positivo"
"fmodollo","2026-01-04","10:35:34","@tatiursal @Omardeideais @gusmao_luna @BolsonaroSP @policiafederal eita foi mal kkkkkkkkk ☺️☺️☺️",0,96,10,3,5,1,0,"",0.07092008739709854,0.8891888856887817,0.039890993386507034,"neutro"
"CHossri51794","2026-01-04","10:23:27","@BolsonaroSP @policiafederal Que honra ??? Seu pilantra traidor da pátria...",0,76,10,0,2,0,0,"",0.006436810828745365,0.01855984516441822,0.9750033617019653,"negativo"
"luizhen40062192","2026-01-04","10:10:42","@BolsonaroSP @policiafederal covardão , foge igual rato do Brasil e quer ficar fazendo ameaças kkkkkkkkkkkk vem para o Brasil irmão , vem fazer sua luta aqui",0,157,26,0,2,0,0,"",0.027980703860521317,0.12117798626422882,0.8508413434028625,"negativo"
"JGZZZO","2026-01-04","10:10:00","@BolsonaroSP @policiafederal Quem não trabalha é vagabundo",0,58,7,0,2,0,0,"",0.009868516586720943,0.1084248498082161,0.8817066550254822,"negativo"
"Valter19672024","2026-01-04","09:55:11","@BolsonaroSP @policiafederal Vai trabalhar vagabundo. Sua vaga de escrivão ta te aguardando",0,91,12,0,2,0,0,"",0.0201259795576334,0.07552419602870941,0.9043498635292053,"negativo"
"th_miranda85","2026-01-04","09:53:22","@BolsonaroSP @policiafederal Arrombado",0,38,3,0,2,0,0,"",0.0030928843189030886,0.006111789494752884,0.9907953143119812,"negativo"
"tinhobs2","2026-01-04","09:30:17","@BolsonaroSP @policiafederal Moço, a lei quer que você vá trabalhar!!",0,69,10,0,2,1,0,"",0.04657531529664993,0.80519038438797,0.14823433756828308,"neutro"
"PT_Orcrim","2026-01-04","09:16:38","@VladimirAlves @BolsonaroSP @policiafederal Vc fala isso como se vivêssemos em um Estado de normalidade… Hipócrita",0,114,15,0,3,3,0,"",0.004618236795067787,0.015705008059740067,0.9796767830848694,"negativo"
"ROBSON_SMOREIRA","2026-01-04","09:05:44","@BolsonaroSP @policiafederal Eu tenho certeza amigo, que tudo tá próximo a terminar e VENCEREMOS pois a VERDADE prevalecerá e todos os culpados pagarão por cada crime cometido contra seu amado Pai sua família ,contra o BRASIL e Nós BRASILEIROS. Obrigado Eduardo por lutar por nós BRASILEIROS.🇧🇷😎👉👉",0,297,46,4,2,0,0,"",0.7623311877250671,0.17650626599788666,0.06116251274943352,"positivo"
"Mfis2003","2026-01-04","08:54:48","@BolsonaroSP @policiafederal Fujão. Honra nada, é medo de ter que pagar pelos seus crimes, traíra!",0,98,15,0,2,0,0,"",0.004214629530906677,0.017803052440285683,0.9779822826385498,"negativo"
"CleoHunscher","2026-01-04","08:33:02","@BolsonaroSP @policiafederal FORÇA EDUARDO 🇧🇷 👊 SUPREMA PERSEGUIÇÃO POLÍTICA 👑 III",0,82,11,3,2,0,0,"",0.6191041469573975,0.2934940457344055,0.08740179240703583,"positivo"
"GiancarloN5048","2026-01-04","08:32:33","@BolsonaroSP @policiafederal Vai trabalhar onde Banana 🍌🍌🍌, vai fazer michê?? 😂🤣😂🤣😂",0,83,11,8,2,0,0,"",0.5339985489845276,0.375082403421402,0.09091898053884506,"positivo"
"DaniDani_1976","2026-01-04","08:29:57","@BolsonaroSP @LucianeSAbreu1 @policiafederal PARABÉNS EDUARDO, NÃO VENDA NEM TROQUE SUA DIGNIDADE MORAL E ÉTICA INCORRUPTÍVEL 💪🇧🇷 DEUS TE ABENÇOE GRANDEMENTE 🙌",0,159,21,3,3,0,0,"",0.9700100421905518,0.02280813828110695,0.007181806024163961,"positivo"
"JoaoLeardi","2026-01-04","08:16:05","@GalizaAr @BolsonaroSP @policiafederal Noçççççççça... que declaração forsrsrsrsrte...",0,85,7,0,3,0,0,"",0.870376706123352,0.09753591567277908,0.03208733722567558,"positivo"
"JoaoLeardi","2026-01-04","08:15:09","@JosJac5 @BolsonaroSP @policiafederal Gosto não se discute. Se o cara gosta de homem, e com bastante testosterona, quem sou eu pra reprimir. Deixa a menina ser feliz.",0,166,27,0,3,0,0,"",0.04055142030119896,0.26203545928001404,0.6974131464958191,"negativo"
"JoaoLeardi","2026-01-04","08:13:36","@BolsonaroSP @policiafederal Na falta de uma saída, fica sem saída mesmo, né? Mas o importante é manter o discurso de vítima, mesmo tirando o sustento de negócios escusos, como tem sido os que sustentam a família criminosa há anos.",0,231,39,0,2,0,0,"",0.006015525199472904,0.021595658734440804,0.972388744354248,"negativo"
"daniel_dias2014","2026-01-04","08:06:35","@BolsonaroSP @policiafederal 👏",0,30,3,1,2,0,0,"",0.9028050303459167,0.08625108748674393,0.010943910107016563,"positivo"
